"","Reference","Depth","Beg_end","Temperature","Conductivity","pH","Salinity","DissolvedO2","Flag"
"17899","CKM2008050706",1,"B",24.7,0.3,7.6,0.2,6,NA
"17900","CKM2008050706",2,"B",24.7,0.3,7.5,0.2,6,NA
"17901","CKM2008050706",3,"B",24.6,0.3,7.5,0.2,6,NA
"17902","CKM2008050706",4,"B",24.6,0.3,7.5,0.2,5.9,NA
"17903","CKM2008050706",4.1,"B",24.6,0.3,7.5,0.2,5.9,NA
"17904","CKM2008050801",0.2,"B",24.7,49.6,8,32.5,6.3,NA
"17905","CKM2008050801",1,"B",24.7,49.7,8.1,32.5,6.3,NA
"17906","CKM2008050801",2,"B",24.7,49.7,8.1,32.5,6.3,NA
"17907","CKM2008050801",3,"B",24.7,49.7,8.1,32.5,6.3,NA
"17908","CKM2008050801",3.3,"B",24.7,49.7,8.1,32.5,6.3,NA
"17909","CKM2008050901",0.2,"B",25.9,47,8,30.5,8,NA
"17910","CKM2008050901",1,"B",25.9,47,8,30.5,8,NA
"17911","CKM2008050901",2,"B",25.8,47,8,30.6,8.3,NA
"17912","CKM2008050901",2.4,"B",25.7,47.1,8,30.6,6,NA
"17913","CKM2008050902",0.2,"B",25.6,48.7,8,31.8,6.1,NA
"17914","CKM2008050902",1,"B",25.6,48.8,7.9,31.9,6,NA
"17915","CKM2008050902",2,"B",25.6,48.9,7.9,31.9,6,NA
"17916","CKM2008050902",2.9,"B",25.5,48.9,7.9,32,5.9,NA
"17917","CKM2008050903",0.2,"B",26.4,52.5,7.9,34.6,6.5,NA
"17918","CKM2008050903",1,"B",26.4,52.6,7.9,34.6,6.3,NA
"17919","CKM2008050903",2,"B",26.3,52.7,7.9,34.7,6.3,NA
"17920","CKM2008050903",3,"B",26.4,52.8,8,34.8,6.4,NA
"17921","CKM2008050903",4,"B",26.4,52.8,8,34.8,6.3,NA
"17922","CKM2008050903",4.8,"B",26.4,52.9,8,34.8,6.2,NA
"17923","CKM2008050904",0.2,"B",26.5,44.4,8,28.6,6.8,NA
"17924","CKM2008050904",1,"B",26.2,45.4,8,29.3,6.6,NA
"17925","CKM2008050904",2.1,"B",26.1,47.5,7.9,31,5.8,NA
"17926","CKM2008050905",0.2,"B",26.9,49,7.9,32,6.5,NA
"17927","CKM2008050905",1,"B",26.8,49.1,7.9,32,6.5,NA
"17928","CKM2008050905",2,"B",26.4,50.2,7.9,32.8,6.5,NA
"17929","CKM2008050905",3,"B",26.3,50.8,7.9,33.8,6.4,NA
"17930","CKM2008050905",4,"B",26.1,51.1,7.9,33.5,6.4,NA
"17931","CKM2008050905",5,"B",26.1,51.2,7.9,33.6,6.4,NA
"17932","CKM2008050905",5.4,"B",26.1,51.2,7.9,33.6,6.3,NA
"17933","CKM2008050906",0.2,"B",27.7,42.7,8,27.4,7.3,NA
"17934","CKM2008050906",1,"B",27,45.4,8,29.4,7,NA
"17935","CKM2008050906",2,"B",26.5,45.6,8,29.5,6.8,NA
"17936","CKM2008050906",2.6,"B",26.5,47.3,7.9,30.7,6.5,NA
"17937","CKM2008060101",0.2,"B",27.8,0.6,8.3,0.3,10.7,NA
"17938","CKM2008060101",1,"B",27.7,0.6,8.3,0.3,10.7,NA
"17939","CKM2008060101",2,"B",27.7,0.6,8.3,0.3,10.6,NA
"17940","CKM2008060101",2.6,"B",27.7,0.6,8.2,0.3,10.6,NA
"17941","CKM2008060102",0.2,"B",28,2.9,8.2,1.5,9.9,NA
"17942","CKM2008060102",1,"B",27.6,8,8,4.6,8.3,NA
"17943","CKM2008060102",2,"B",27.7,16.9,7.8,9.9,6.3,NA
"17944","CKM2008060102",2.8,"B",27.7,17,7.8,10,6,NA
"17945","CKM2008060103",0.2,"B",28.5,24.6,7.9,14.9,5.9,NA
"17946","CKM2008060103",0.8,"B",28.5,24.6,7.9,14.9,5.9,NA
"17947","CKM2008060104",0.2,"B",28.6,21.3,7.9,12.7,6.7,NA
"17948","CKM2008060104",1,"B",28.6,21.7,7.9,12.9,6.7,NA
"17949","CKM2008060105",0.2,"B",28.3,17,7.9,9.9,2.4,NA
"17950","CKM2008060105",1,"B",28.2,25.7,7.7,15.7,1.9,NA
"17951","CKM2008060106",0.2,"B",28.5,27.2,7.7,16.7,7.3,NA
"17952","CKM2008060106",1,"B",28.6,29.2,7.7,18,7.1,NA
"17953","CKM2008060107",0.2,"B",28.8,14.9,8,8.8,10,NA
"17954","CKM2008060107",1,"B",28.6,17.6,8,10.3,11.4,NA
"17955","CKM2008060108",0.2,"B",29,19.4,7.9,11.5,5.7,NA
"17956","CKM2008060108",0.8,"B",29,20.1,7.9,11.9,5.1,NA
"17957","CKM2008060109",0.2,"B",28.9,26.5,8,16.1,5.6,NA
"17958","CKM2008060109",1,"B",28.9,26.9,8,16.4,4.9,NA
"17959","CKM2008060110",0.2,"B",29.1,11.7,8,6.6,7.2,NA
"17960","CKM2008060110",1,"B",28.9,14.6,7.9,8.4,6.5,NA
"17961","CKM2008060110",1.4,"B",28.8,14.9,7.9,8.6,6,NA
"17962","CKM2008060111",0.2,"B",29.2,26.4,7.9,16.1,3.8,NA
"17963","CKM2008060111",1,"B",29.1,28.2,8,17.3,3.7,NA
"17964","CKM2008060111",2,"B",29.1,28.5,8,17.5,3.6,NA
"17965","CKM2008060111",3,"B",29,28.6,7.9,17.5,3.6,NA
"17966","CKM2008060111",3.6,"B",29,28.5,7.9,17.5,3.6,NA
"17967","CKM2008060112",0.2,"B",29.3,22.9,8,13.7,4.3,NA
"17968","CKM2008060112",1,"B",29.4,24.2,8,14.6,3.9,NA
"17969","CKM2008060112",2,"B",29.3,24.9,7.9,15.1,3.8,NA
"17970","CKM2008060112",3,"B",29,26.9,7.9,16.4,3.5,NA
"17971","CKM2008060112",4,"B",29,27.1,8,16.6,3.3,NA
"17972","CKM2008060113",0.2,"B",29.1,7.6,8.1,4.2,5.9,NA
"17973","CKM2008060113",0.5,"B",29,9,8,5.4,5,NA
"17974","CKM2008060114",0.2,"B",28.3,1.3,8.4,0.6,6.5,NA
"17975","CKM2008060114",0.6,"B",28.3,1.5,8.4,0.8,5.8,NA
"17976","CKM2008060115",0.2,"B",28.6,1.5,8.4,0.7,4.3,NA
"17977","CKM2008060115",1,"B",28.5,1.6,8.4,0.8,4.4,NA
"17978","CKM2008060115",2,"B",28.4,1.9,8.3,0.9,4.3,NA
"17979","CKM2008060115",3,"B",28.4,2,8.3,1,4.3,NA
"17980","CKM2008060115",4,"B",28.3,2.7,8.2,1.4,4.4,NA
"17981","CKM2008060115",5,"B",28.2,3.2,8.2,1.7,4.2,NA
"17982","CKM2008060115",5.6,"B",28.2,3.2,8.2,1.7,4.1,NA
"17983","CKM2008060201",0.2,"B",28.3,49.3,8,32.2,7.5,NA
"17984","CKM2008060201",1,"B",28.3,49.3,8,32.2,7.4,NA
"17985","CKM2008060201",2,"B",28.2,49.4,8,32.2,7.4,NA
"17986","CKM2008060201",3,"B",28.1,50.1,7.9,32.7,7.2,NA
"17987","CKM2008060201",4,"B",28.1,50.5,7.9,33,7,NA
"17988","CKM2008060201",4.9,"B",28.1,50.6,7.9,33.1,6.8,NA
"17989","CKM2008060202",0.2,"B",28.4,48.6,7.9,31.6,7.7,NA
"17990","CKM2008060202",1,"B",28.4,48.5,7.9,31.6,7.5,NA
"17991","CKM2008060202",2,"B",28.2,49.7,7.9,32.4,7.4,NA
"17992","CKM2008060202",3,"B",28.1,51.2,7.9,33.5,7.3,NA
"17993","CKM2008060202",4,"B",28,51.3,7.9,33.6,7.2,NA
"17994","CKM2008060202",4.6,"B",28,51.3,7.9,33.6,7.2,NA
"17995","CKM2008060203",0.2,"B",28.5,49.7,7.9,32.4,7.6,NA
"17996","CKM2008060203",1,"B",28.5,49.7,7.9,32.4,7.5,NA
"17997","CKM2008060203",2,"B",28.4,49.8,7.9,32.5,7.5,NA
"17998","CKM2008060203",3,"B",28.2,50.1,7.9,32.8,7.5,NA
"17999","CKM2008060203",4,"B",28.2,50.4,7.9,33,7.6,NA
"18000","CKM2008060203",4.1,"B",28.2,50.4,7.9,33,7.7,NA
"18001","CKM2008060204",0.2,"B",28.4,50.1,7.9,32.7,7.8,NA
"18002","CKM2008060204",1,"B",28.4,50.1,7.9,32.7,7.6,NA
"18003","CKM2008060204",2,"B",28.2,50,7.9,32.7,7.7,NA
"18004","CKM2008060204",3,"B",28.2,50,7.9,32.7,7.7,NA
"18005","CKM2008060204",3.7,"B",28.2,50,7.9,32.7,7.8,NA
"18006","CKM2008060205",0.2,"B",28.4,50,7.8,32.7,6.8,NA
"18007","CKM2008060205",1,"B",28.4,50,7.9,32.7,7.5,NA
"18008","CKM2008060205",2,"B",28.4,50.2,7.9,32.8,7.5,NA
"18009","CKM2008060205",3,"B",28.4,50.3,7.9,32.9,7.6,NA
"18010","CKM2008060205",4,"B",28.3,50.3,7.9,32.9,7.6,NA
"18011","CKM2008060205",4.1,"B",28.4,50.3,7.9,32.9,7.6,NA
"18012","CKM2008060206",0.2,"B",30.1,23.5,8,14.1,8.5,NA
"18013","CKM2008060206",0.7,"B",29.9,23.7,8,14.3,8.5,NA
"18014","CKM2008060207",0.2,"B",30.2,30.7,7.9,18.9,8.3,NA
"18015","CKM2008060207",0.4,"B",30.2,30.7,7.9,18.9,7.9,NA
"18016","CKM2008060208",0.2,"B",29.9,46.2,8,29.8,7.7,NA
"18017","CKM2008060208",1,"B",29.7,46.7,8,30.2,7.6,NA
"18018","CKM2008060208",2,"B",29.6,46.7,8,30.2,7.5,NA
"18019","CKM2008060208",2.3,"B",29.6,46.8,8,30.3,7.4,NA
"18020","CKM2008060301",0.2,"B",27.8,13.9,7.8,8,7.3,NA
"18021","CKM2008060301",0.6,"B",27.7,17,7.7,10,7.1,NA
"18022","CKM2008060302",0.2,"B",28.5,26.6,7.9,16.1,7.5,NA
"18023","CKM2008060302",0.6,"B",28.5,27.1,7.9,16.6,7.4,NA
"18024","CKM2008060303",0.2,"B",28.2,19.9,7.7,11.8,7,NA
"18025","CKM2008060303",0.7,"B",28.3,21.8,7.7,13.1,6.5,NA
"18026","CKM2008060304",0.2,"B",29.2,40.1,8,25.5,7.8,NA
"18027","CKM2008060304",0.9,"B",29.2,40,8,25.5,7.3,NA
"18028","CKM2008060305",0.2,"B",28.7,27.5,7.4,16.8,5.2,NA
"18029","CKM2008060305",0.5,"B",28.7,27.5,7.4,16.8,5.1,NA
"18030","CKM2008060306",0.2,"B",29,12.2,7.3,6.9,3.5,NA
"18031","CKM2008060306",0.6,"B",29.1,12.5,7.2,7.1,2.2,NA
"18032","CKM2008060307",0.2,"B",29,23.8,7.9,14.3,8.9,NA
"18033","CKM2008060307",1,"B",29,23.9,7.9,14.4,8.7,NA
"18034","CKM2008060308",0.2,"B",30.3,41,8,26.1,8.4,NA
"18035","CKM2008060308",1.1,"B",30.2,41,8,26.1,8.1,NA
"18036","CKM2008060309",0.2,"B",30.4,20.2,8.1,12,9.6,NA
"18037","CKM2008060309",1,"B",30.4,20.2,8.1,12,9.6,NA
"18038","CKM2008060309",1.1,"B",30.4,20.2,8.1,12,9.6,NA
"18039","CKM2008060310",0.2,"B",30.3,25.6,8.1,15.4,10.2,NA
"18040","CKM2008060310",1,"B",29.6,32.3,7.9,20.1,7.8,NA
"18041","CKM2008060310",1.2,"B",29.6,32.4,7.9,20.1,7.5,NA
"18042","CKM2008060401",0.2,"B",27.7,3.3,7.9,1.7,8.5,NA
"18043","CKM2008060401",0.5,"B",27.6,4.8,7.7,2.5,8,NA
"18044","CKM2008060402",0.2,"B",27.8,12.8,7.6,7.4,6.6,NA
"18045","CKM2008060402",0.4,"B",27.8,12.8,7.6,7.3,6.5,NA
"18046","CKM2008060403",0.2,"B",28.1,24.6,7.7,14.9,6.3,NA
"18047","CKM2008060403",0.7,"B",28.1,24.6,7.7,14.9,6.3,NA
"18048","CKM2008060404",0.2,"B",28,25.6,7.7,15.5,6.3,NA
"18049","CKM2008060404",0.5,"B",28,25.6,7.7,15.5,6.3,NA
"18050","CKM2008060405",0.2,"B",28.5,25.2,7.8,15.3,7,NA
"18051","CKM2008060405",0.5,"B",28.5,25.2,7.8,15.3,7,NA
"18052","CKM2008060406",0.2,"B",29.1,26.4,7.9,16.1,7.8,NA
"18053","CKM2008060406",0.8,"B",29,26.4,7.8,16.1,7.8,NA
"18054","CKM2008060407",0.2,"B",29.3,23.9,7.5,14.4,5.2,NA
"18055","CKM2008060407",0.5,"B",29.3,23.8,7.5,14.3,5.2,NA
"18056","CKM2008060408",0.2,"B",29.7,9,8,5,9.1,NA
"18057","CKM2008060408",1,"B",28.3,10.6,7.8,5.9,7.4,NA
"18058","CKM2008060408",1.2,"B",28.3,10.8,7.7,6.1,6.8,NA
"18059","CKM2008060409",0.2,"B",29,13.6,7.8,7.8,7.9,NA
"18060","CKM2008060409",0.9,"B",29.1,13.6,7.8,7.8,7.8,NA
"18061","CKM2008060410",0.2,"B",29,10.9,7.9,6.1,8,NA
"18062","CKM2008060410",0.9,"B",29,11.5,7.8,6.6,7.8,NA
"18063","CKM2008060501",0.2,"B",28.2,46.7,7.6,30.2,4.8,NA
"18064","CKM2008060501",0.4,"B",28.2,46.7,7.6,30.3,4.9,NA
"18065","CKM2008060502",0.2,"B",29.7,47.5,7.9,30.8,6.9,NA
"18066","CKM2008060503",0.2,"B",29.6,47.9,7.9,31.1,6.7,NA
"18067","CKM2008060503",0.4,"B",29.6,48,8,31.1,6.7,NA
"18068","CKM2008060504",0.2,"B",29.6,46,7.9,29.7,6.8,NA
"18069","CKM2008060504",0.4,"B",29.6,46.1,7.9,29.8,6.9,NA
"18070","CKM2008060505",0.2,"B",29.3,39.1,7.7,24.8,6,NA
"18071","CKM2008060505",0.7,"B",29.3,39.1,7.7,24.8,6,NA
"18072","CKM2008060506",0.2,"B",29.8,46.9,7.7,30.4,6.2,NA
"18073","CKM2008060506",0.4,"B",29.8,46.9,7.7,30.4,6,NA
"18074","CKM2008060507",0.2,"B",30.3,47.1,7.8,30.5,7.1,NA
"18075","CKM2008060507",1,"B",30.2,47.1,7.8,30.5,7,NA
"18076","CKM2008060507",1.3,"B",30.2,47.1,7.7,30.5,6.7,NA
"18077","CKM2008060508",0.2,"B",30.8,47,7.8,30.4,7.6,NA
"18078","CKM2008060508",1,"B",30.8,47,7.8,30.4,7.6,NA
"18079","CKM2008060508",1.2,"B",30.8,47,7.8,30.4,7.6,NA
"18080","CKM2008060509",0.2,"B",31.2,49,7.8,31.8,8.1,NA
"18081","CKM2008060509",1,"B",30.5,49,7.8,31.8,7.8,NA
"18082","CKM2008060509",1.2,"B",30.5,48.9,7.8,31.8,7.7,NA
"18083","CKM2008060601",0.2,"B",29.8,54.2,7.9,35.7,6.9,NA
"18084","CKM2008060601",1,"B",29.8,54.2,7.9,35.7,6.8,NA
"18085","CKM2008060601",2,"B",29.8,54.2,7.9,35.7,6.8,NA
"18086","CKM2008060601",3,"B",29.8,54.2,7.9,35.7,6.8,NA
"18087","CKM2008060601",4.1,"B",29.8,54.2,7.9,35.7,6.8,NA
"18088","CKM2008060602",0.2,"B",30,54.2,7.8,35.7,7.2,NA
"18089","CKM2008060602",1,"B",30,54.2,7.8,35.7,7,NA
"18090","CKM2008060602",2,"B",30,54.2,7.8,35.7,7,NA
"18091","CKM2008060602",3,"B",30,54.2,7.8,35.7,7,NA
"18092","CKM2008060602",4,"B",30,54.2,7.8,35.7,6.9,NA
"18093","CKM2008060602",4.2,"B",30,54.2,7.8,35.7,6.9,NA
"18094","CKM2008060603",0.2,"B",29.7,52.7,7.8,34.6,8.1,NA
"18095","CKM2008060603",0.7,"B",29.7,52.7,7.9,34.6,8,NA
"18096","CKM2008060604",0.2,"B",31.2,52.8,8,34.6,10.5,NA
"18097","CKM2008060604",0.6,"B",31.2,52.8,8,34.6,10.5,NA
"18098","CKM2008060605",0.2,"B",30.5,52.8,7.9,34.7,9.1,NA
"18099","CKM2008060605",0.7,"B",30.4,53.1,8,34.9,10.2,NA
"18100","CKM2008060606",0.2,"B",31.7,51.8,8,33.7,9.7,NA
"18101","CKM2008060606",0.5,"B",31.7,51.8,8,33.7,9.5,NA
"18102","CKM2008060607",0.2,"B",30.5,52.4,7.9,34.3,7.8,NA
"18103","CKM2008060607",1,"B",30.5,52.3,7.9,34.3,7.8,NA
"18104","CKM2008060607",2,"B",30.4,52.3,7.9,34.3,7.8,NA
"18105","CKM2008060607",3,"B",30.1,52.3,7.9,34.3,7.5,NA
"18106","CKM2008060607",4,"B",30.3,52.7,7.9,34.5,7.4,NA
"18107","CKM2008060607",4.9,"B",30.3,52.8,7.9,34.6,7.3,NA
"18108","CKM2008060608",0.2,"B",30.9,51.5,7.9,33.7,8.6,NA
"18109","CKM2008060608",1,"B",30.9,51.5,7.9,33.7,8.6,NA
"18110","CKM2008060608",2,"B",30.5,51.5,7.9,33.7,8.6,NA
"18111","CKM2008060701",0.2,"B",29.5,50.9,8.1,33.3,5.5,NA
"18112","CKM2008060701",0.9,"B",29.5,50.9,8.1,33.3,7.8,NA
"18113","CKM2008060702",0.2,"B",30.3,51.4,7.9,33.7,6.7,NA
"18114","CKM2008060703",0.2,"B",30.4,51.5,7.9,33.7,7.3,NA
"18115","CKM2008060703",0.5,"B",30.4,51.5,7.9,33.7,7.3,NA
"18116","CKM2008060704",0.2,"B",30.4,51.6,7.8,33.7,4.8,NA
"18117","CKM2008060704",0.5,"B",30.4,51.6,7.7,33.7,4.8,NA
"18118","CKM2008060705",0.2,"B",31.1,51.9,8,33.9,7.1,NA
"18119","CKM2008060706",0.2,"B",31.2,52.2,8,34.2,6.5,NA
"18120","CKM2008060706",0.9,"B",30.6,52.4,7.9,34.3,6.7,NA
"18121","CKM2008070101",0.2,"B",28.5,33.9,8,21.2,4.8,NA
"18122","CKM2008070101",0.8,"B",28.5,33.9,8,21.2,4.6,NA
"18123","CKM2008070102",0.2,"B",28,31.4,7.7,19.5,4,NA
"18124","CKM2008070102",0.8,"B",28,31.4,7.7,19.5,3.8,NA
"18125","CKM2008070103",0.2,"B",28,25.5,7.5,15.5,3.8,NA
"18126","CKM2008070103",1,"B",28,25.6,7.5,15.5,3.7,NA
"18127","CKM2008070103",1.5,"B",28,25.6,7.5,15.5,3.7,NA
"18128","CKM2008070104",0.2,"B",28.8,25.4,7.8,15.4,4.9,NA
"18129","CKM2008070104",1,"B",29.2,29.7,7.8,18.3,4.2,NA
"18130","CKM2008070104",1.1,"B",29.2,29.7,7.8,18.3,4,NA
"18131","CKM2008070105",0.2,"B",28.7,30.5,7.8,18.3,4.3,NA
"18132","CKM2008070105",1,"B",28.6,31.7,7.7,19.7,4.2,NA
"18133","CKM2008070105",1.8,"B",28.6,32,7.7,19.9,4,NA
"18134","CKM2008070106",0.2,"B",28.5,23.5,7.7,14.2,4.3,NA
"18135","CKM2008070106",1,"B",28.5,24,7.7,14.5,4.2,NA
"18136","CKM2008070106",1.6,"B",28.5,24.1,7.7,14.5,4.2,NA
"18137","CKM2008070107",0.2,"B",28.6,18.7,7.6,11,4.5,NA
"18138","CKM2008070107",0.7,"B",28.6,19,7.6,11.2,4.3,NA
"18139","CKM2008070108",0.2,"B",28.8,21.2,7.7,12.6,4.6,NA
"18140","CKM2008070108",1,"B",28.7,25.7,7.6,15.7,4.3,NA
"18141","CKM2008070109",0.2,"B",29.1,30,7.8,18.5,5.1,NA
"18142","CKM2008070109",1,"B",29.1,31.7,7.9,19.7,5.3,NA
"18143","CKM2008070109",1.1,"B",29,31.7,7.8,19.6,5.2,NA
"18144","CKM2008070110",0.2,"B",28.3,17,7.7,9.9,5,NA
"18145","CKM2008070110",0.9,"B",28.3,16.9,7.7,9.9,4.9,NA
"18146","CKM2008070111",0.2,"B",28.1,16,7.5,9.3,4.6,NA
"18147","CKM2008070111",1,"B",28.8,28.2,7.7,17.3,4.3,NA
"18148","CKM2008070111",1.2,"B",28.8,28.3,7.7,17.4,4.3,NA
"18149","CKM2008070112",0.2,"B",29,15.5,7.6,9,4.6,NA
"18150","CKM2008070112",0.7,"B",28.9,17.4,7.6,10.2,4.6,NA
"18151","CKM2008070113",0.2,"B",28.2,1.9,7.7,1,5.1,NA
"18152","CKM2008070113",0.9,"B",28.2,2.3,7.3,1.2,5,NA
"18153","CKM2008070201",0.2,"B",28.3,48.6,7.7,31.6,3.9,NA
"18154","CKM2008070201",0.7,"B",28.3,48.6,7.7,31.6,3.5,NA
"18155","CKM2008070202",0.2,"B",27.8,48.1,7.6,31.3,4,NA
"18156","CKM2008070202",0.6,"B",27.8,48.1,7.6,31.3,3.6,NA
"18157","CKM2008070203",0.2,"B",28.2,48.1,7.7,31.3,4,NA
"18158","CKM2008070203",0.8,"B",28.1,48.1,7.6,31.3,3.9,NA
"18159","CKM2008070204",0.2,"B",28.2,48.4,7.7,31.5,3.8,NA
"18160","CKM2008070204",0.8,"B",28.2,48.4,7.6,31.5,3.7,NA
"18161","CKM2008070205",0.2,"B",28.8,49,7.8,31.9,4.7,NA
"18162","CKM2008070205",1,"B",28.8,49.1,7.8,32,4.7,NA
"18163","CKM2008070205",1.3,"B",28.8,49.1,7.8,32,4.6,NA
"18164","CKM2008070206",0.2,"B",29.5,52.4,8.1,34.4,4.9,NA
"18165","CKM2008070206",1,"B",29.5,52.5,8.1,34.4,4.9,NA
"18166","CKM2008070207",0.2,"B",29.2,49.5,8,32.3,5.2,NA
"18167","CKM2008070207",1,"B",29.1,49.7,7.9,32.4,4.8,NA
"18168","CKM2008070207",1.3,"B",29,49.7,7.8,32.4,4,NA
"18169","CKM2008070208",0.2,"B",29.6,49.4,7.9,32.2,5.2,NA
"18170","CKM2008070208",1,"B",29.5,49.4,7.9,32.2,5.2,NA
"18171","CKM2008070208",2,"B",29.5,49.4,7.9,32.2,5.1,NA
"18172","CKM2008070209",0.2,"B",29.3,46.9,7.9,30.3,5.9,NA
"18173","CKM2008070209",1,"B",29.3,47.8,7.9,31,5.9,NA
"18174","CKM2008070209",1.3,"B",29.1,48,7.9,31.2,5.6,NA
"18175","CKM2008070210",0.2,"B",29.6,47.4,7.9,30.7,6.3,NA
"18176","CKM2008070210",1,"B",29.6,47.4,7.9,30.7,6.3,NA
"18177","CKM2008070210",1.2,"B",29.6,47.4,7.9,30.7,6.3,NA
"18178","CKM2008070211",0.2,"B",30.2,46.1,7.9,29.8,5.5,NA
"18179","CKM2008070211",1,"B",29.8,46.6,7.9,30.1,5.5,NA
"18180","CKM2008070211",2,"B",29.6,46.7,7.9,30.2,5.3,NA
"18181","CKM2008070211",2.3,"B",29.6,46.7,7.9,30.2,5.3,NA
"18182","CKM2008070212",0.2,"B",30.6,46.8,8,30.3,5.7,NA
"18183","CKM2008070301",0.2,"B",28.2,44.4,8,28.6,4.3,NA
"18184","CKM2008070301",0.7,"B",28.2,44.4,8,28.6,4.8,NA
"18185","CKM2008070302",0.2,"B",28,42.7,7.9,27.4,4.8,NA
"18186","CKM2008070302",0.7,"B",28,42.7,7.9,27.4,4.7,NA
"18187","CKM2008070303",0.2,"B",29.8,45.6,8.3,29.4,6.1,NA
"18188","CKM2008070303",1,"B",29.2,46.2,8.2,29.9,5.9,NA
"18189","CKM2008070304",0.2,"B",29.6,40.6,7.7,25.8,6.6,NA
"18190","CKM2008070304",1,"B",29.2,41,7.7,26.1,5.7,NA
"18191","CKM2008070304",1.5,"B",29.2,41.1,7.7,26.2,5.6,NA
"18192","CKM2008070305",0.2,"B",28.9,36.7,7.9,23.1,5.2,NA
"18193","CKM2008070305",0.9,"B",28.9,36.8,7.9,23.2,4.9,NA
"18194","CKM2008070306",0.2,"B",30.1,26.2,8,15.9,6.6,NA
"18195","CKM2008070306",0.8,"B",29.8,30,7.9,18.6,6.3,NA
"18196","CKM2008070307",0.2,"B",30.3,36,8,22.5,5.7,NA
"18197","CKM2008070307",0.7,"B",29.5,36.5,7.9,23,5.2,NA
"18198","CKM2008070308",0.2,"B",29.1,34.9,7.8,21.9,4.9,NA
"18199","CKM2008070308",0.7,"B",29.1,35.2,7.8,22.1,4.7,NA
"18200","CKM2008070309",0.2,"B",30.4,46,8,29.6,6.4,NA
"18201","CKM2008070309",0.3,"B",30.1,46.1,8,29.8,5.9,NA
"18202","CKM2008070401",0.2,"B",27,NA,NA,6,NA,NA
"18203","CKM2008070402",0.2,"B",27,NA,NA,6,NA,NA
"18204","CKM2008070403",0.2,"B",28,NA,NA,14,NA,NA
"18205","CKM2008070404",0.2,"B",28,NA,NA,9,NA,NA
"18206","CKM2008070405",0.2,"B",29,NA,NA,7,NA,NA
"18207","CKM2008070406",0.2,"B",28,NA,NA,5,NA,NA
"18208","CKM2008070407",0.2,"B",28,NA,NA,2,NA,NA
"18209","CKM2008070408",0.2,"B",28,NA,NA,1,NA,NA
"18210","CKM2008070409",0.2,"B",28,NA,NA,1,NA,NA
"18211","CKM2008070410",0.2,"B",27,NA,NA,0.1,NA,NA
"18212","CKM2008070411",0.2,"B",27,NA,NA,0.1,NA,NA
"18213","CKM2008070501",0.2,"B",30.2,50.7,7.9,33.1,5.2,NA
"18214","CKM2008070501",1,"B",30.2,50.8,8,33.2,5,NA
"18215","CKM2008070501",2,"B",30.2,50.8,8,33.2,5,NA
"18216","CKM2008070502",0.2,"B",30.4,52.3,8.1,34.3,5.3,NA
"18217","CKM2008070502",1,"B",30.4,52.3,8.1,34.3,5.5,NA
"18218","CKM2008070502",2,"B",30.5,52.3,8.1,34.3,5.3,NA
"18219","CKM2008070502",2.2,"B",30.5,52.3,8.1,34.3,5.3,NA
"18220","CKM2008070503",0.2,"B",30.3,52.9,8,34.7,5.5,NA
"18221","CKM2008070503",1,"B",30.4,52.9,8,34.7,5.2,NA
"18222","CKM2008070503",2,"B",30.4,52.9,8,34.7,5.2,NA
"18223","CKM2008070503",3,"B",30.4,52.9,8,34.7,5.1,NA
"18224","CKM2008070503",3.8,"B",30.4,52.9,8,34.8,5,NA
"18225","CKM2008070504",0.2,"B",30.4,53.2,8.2,34.9,6.6,NA
"18226","CKM2008070504",0.6,"B",30.5,53.2,8.2,34.9,6.7,NA
"18227","CKM2008070505",0.2,"B",30.9,53,8.3,34.8,7.2,NA
"18228","CKM2008070505",0.5,"B",30.9,53,8.3,34.8,7.1,NA
"18229","CKM2008070506",0.2,"B",32,52.2,8.4,34.2,10.1,NA
"18230","CKM2008070507",0.2,"B",30.8,52,8.1,33.9,7.7,NA
"18231","CKM2008070508",0.2,"B",30.5,51.4,8,33.6,5.9,NA
"18232","CKM2008070508",1,"B",30.7,51.4,8.1,33.6,5.9,NA
"18233","CKM2008070508",2,"B",30.8,51.4,8.1,33.6,5.9,NA
"18234","CKM2008070508",2.8,"B",30.7,51.5,8,33.6,5.8,NA
"18235","CKM2008070509",0.2,"B",30,50.9,8.1,33.3,6.1,NA
"18236","CKM2008070509",0.6,"B",30,51,8,33.3,6,NA
"18237","CKM2008070510",0.2,"B",30.4,52.1,8.1,34.1,5.9,NA
"18238","CKM2008070510",1,"B",30.4,52.1,8.1,34.1,5.6,NA
"18239","CKM2008070510",2,"B",30.4,52.1,8.1,34.1,5.5,NA
"18240","CKM2008070510",3,"B",30.4,52.1,8.1,34.1,5.4,NA
"18241","CKM2008070510",3.6,"B",30.4,52.1,8.1,34.1,5.4,NA
"18242","CKM2008070511",0.2,"B",30.8,48.6,7.7,31.6,5.6,NA
"18243","CKM2008070601",0.2,"B",27,1.5,7.8,0.7,5.8,NA
"18244","CKM2008070601",1,"B",27,1.5,7.7,0.7,5.6,NA
"18245","CKM2008070601",2,"B",27,1.5,7.7,0.7,5.6,NA
"18246","CKM2008070601",2.6,"B",27.1,1.5,7.6,0.8,5.2,NA
"18247","CKM2008070602",0.2,"B",27.8,1.4,7.8,0.7,6,NA
